product_name,sales,quantity,profit,avg_discount,avg_ship_days,orders,growth,margin,stability_score
"24 Capacity Maxi Data Binder Racks, Pearl",3537.24,19,536.89,0.1,3.25,4,40.0,0.15178218045707953,58.75675675675676
24-Hour Round Wall Clock,487.51,27,180.01999999999998,0.06666666666666667,3.3333333333333335,6,-53.12,0.36926422022112365,95.67567567567568
3-ring staple pack,42.11,26,16.69,0.10000000000000002,2.6666666666666665,6,-14.34,0.396342911422465,92.75675675675676
3.6 Cubic Foot Counter Height Office Refrigerator,2946.1899999999996,18,-872.0699999999999,0.52,3.8,5,4500.31,-0.2959992396960142,9.891891891891891
36X48 HARDFLOOR CHAIRMAT,369.25,21,-40.49,0.2333333333333333,4.833333333333333,6,-26.09,-0.10965470548408937,51.189189189189186
"3D Systems Cube Printer, 2nd Generation, Magenta",14299.89,11,3717.9700000000003,0.0,4.0,2,-42.86,0.259999902097149,29.02702702702703
"3D Systems Cube Printer, 2nd Generation, White",2339.98,3,-468.0,0.35,4.0,2,0.0,-0.20000170941631978,36.75675675675676
3M Hangers With Command Adhesive,108.03999999999999,33,36.0,0.15,5.125,8,27.78,0.33320992225101814,99.4054054054054
3M Office Air Cleaner,259.8,10,90.93,0.0,6.0,2,0.0,0.35000000000000003,32.7027027027027
3M Organizer Strips,83.16,26,10.16,0.3857142857142857,3.857142857142857,7,0.0,0.12217412217412219,19.945945945945944
3M Polarizing Light Filter Sleeves,216.34,14,75.35,0.2,4.0,4,0.0,0.3482943514837755,10.486486486486491
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",2191.68,16,569.84,0.0,3.75,4,300.0,0.2600014600671631,56.32432432432432
3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,303.36,14,-20.47,0.25,5.5,4,0.0,-0.06747758438818564,30.054054054054056
4009 Highlighters,8.04,6,2.73,0.0,4.0,1,0.0,0.3395522388059702,4.540540540540539
4009 Highlighters by Sanford,171.14,44,53.81,0.05,4.0,8,90.68,0.31442094191889686,92.16216216216216
50 Colored Long Pencils,138.18,14,32.910000000000004,0.04,5.0,5,-46.65,0.23816760746851934,88.10810810810811
"6"" Cubicle Wall Clock, Black",124.59,19,26.22,0.2,1.5,4,-49.02,0.21045027690825907,27.297297297297295
9-3/4 Diameter Round Wall Clock,455.07,34,183.14,0.05,4.125,8,50.0,0.4024435801085547,83.08108108108108
"ACCOHIDE 3-Ring Binder, Blue, 1""",147.03,44,50.71,0.16153846153846155,2.923076923076923,13,19.2,0.34489559953750937,94.8108108108108
ACCOHIDE Binder by Acco,65.25,21,19.29,0.22499999999999998,4.25,4,455.85,0.29563218390804596,43.2972972972973
APC 7 Outlet Network SurgeArrest Surge Protector,1207.19,20,80.48000000000002,0.225,4.0,8,105.26,0.06666721891334422,66.21621621621621
ARKON Windshield Dashboard Air Vent Car Mount Holder,216.95999999999998,14,-15.58,0.1,4.75,4,66.67,-0.07181047197640118,97.94594594594595
AT&T 1070 Corded Phone,1070.3,12,133.78,0.20000000000000004,6.0,3,0.0,0.12499299261889191,34.75675675675676
AT&T 1080 Corded phone,1945.26,18,145.22,0.2,4.285714285714286,7,0.0,0.07465325971849521,78.27027027027027
AT&T 1080 Phone,1589.08,13,271.24,0.13333333333333333,3.6666666666666665,3,0.0,0.17068995896997005,39.78378378378379
AT&T 17929 Lendline Telephone,1339.1100000000001,35,167.37,0.14,4.6,10,-82.76,0.12498599816295897,78.43243243243244
AT&T 841000 Phone,1614.6,28,165.6,0.17142857142857146,4.142857142857143,7,27.91,0.10256410256410256,67.45945945945945
AT&T CL2909,755.95,8,50.39999999999999,0.26666666666666666,4.333333333333333,3,0.0,0.06667107612937362,15.972972972972975
AT&T CL82213,481.23,17,131.33,0.04,4.0,5,0.0,0.27290484799368286,66.97297297297298
AT&T CL83451 4-Handset Telephone,1936.3,10,473.78,0.1,4.0,4,-57.58,0.24468315860145637,23.459459459459463
AT&T EL51110 DECT,377.97,3,109.61,0.0,6.0,1,0.0,0.28999656057359047,8.594594594594597
AT&T SB67148 SynJ,475.11999999999995,8,89.74999999999999,0.13333333333333333,4.333333333333333,3,-60.0,0.1888996464051187,56.21621621621622
AT&T TR1909W,1738.67,15,340.18,0.1,4.75,4,0.0,0.19565529974060633,14.162162162162161
Aastra 57i VoIP phone,3684.72,26,575.33,0.14285714285714285,3.5714285714285716,7,120.83,0.1561394081504158,78.32432432432432
Aastra 6757i CT Wireless VoIP phone,2929.98,16,482.59000000000003,0.16666666666666666,4.333333333333333,6,0.0,0.1647076089256582,33.945945945945944
Acco 3-Hole Punch,137.54,36,55.53,0.23333333333333334,2.6666666666666665,9,2931.18,0.4037370946633707,48.0
Acco 6 Outlet Guardian Basic Surge Suppressor,38.27,7,-3.66,0.4,3.0,2,0.0,-0.09563626861771622,9.081081081081077
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,289.45,31,-113.78,0.4000000000000001,3.5,6,193.32,-0.3930903437553982,55.24324324324324
Acco 6 Outlet Guardian Premium Surge Suppressor,432.43,35,60.43,0.1625,3.625,8,-30.55,0.139745161066531,94.7027027027027
Acco 6 Outlet Guardian Standard Surge Suppressor,149.92000000000002,15,22.96,0.2,3.6,5,0.0,0.15314834578441835,48.91891891891892
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",3039.5,31,401.21999999999997,0.2857142857142857,4.428571428571429,7,334.78,0.13200197400888303,16.324324324324323
"Acco Banker's Clasps, 5 3/4""-Long",40.89,15,17.990000000000002,0.08,3.4,5,776.52,0.4399608706285156,73.08108108108108
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",66.03,19,30.29,0.04,4.0,5,-60.0,0.4587308799030743,67.51351351351352
Acco D-Ring Binder w/DublLock,235.18,31,-102.84,0.6222222222222222,4.555555555555555,9,0.0,-0.4372820818096777,68.64864864864865
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",287.87,39,64.14,0.29,3.9,10,62.52,0.22280890679820753,88.97297297297297
Acco Economy Flexible Poly Round Ring Binder,11.48,6,-5.75,0.6,3.5,4,-25.12,-0.5008710801393728,79.51351351351352
Acco Expandable Hanging Binders,38.92,11,1.0300000000000002,0.35,4.0,4,-39.97,0.026464542651593016,95.1891891891892
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",409.99,36,111.28,0.29,3.7,10,134.99,0.27142125417693114,90.5945945945946
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",122.18,28,7.450000000000001,0.4000000000000001,4.833333333333333,6,60.0,0.06097560975609757,90.48648648648648
Acco Glide Clips,19.6,5,9.6,0.0,4.0,1,0.0,0.48979591836734687,4.540540540540539
Acco Hanging Data Binders,41.92,17,8.22,0.32857142857142857,4.428571428571429,7,0.0,0.19608778625954199,41.94594594594595
Acco Hot Clips Clips to Go,67.12,23,25.490000000000002,0.13333333333333333,3.3333333333333335,6,-65.57,0.37976758045292014,49.4054054054054
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",175.38,37,73.86,0.1142857142857143,3.5714285714285716,7,-27.09,0.4211426616489908,97.83783783783784
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",62.95,23,-0.16000000000000014,0.55,3.5,4,-43.79,-0.0025416997617156495,38.810810810810814
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",67.25,17,19.69,0.26,4.4,5,78.05,0.29278810408921935,85.67567567567568
Acco Perma 2700 Stacking Storage Drawers,208.18,8,5.95,0.1,4.0,4,33.33,0.028581035642232685,35.56756756756757
Acco Perma 3000 Stacking Storage Drawers,373.44,21,16.57,0.13333333333333333,4.0,6,0.0,0.04437125107112254,38.972972972972975
Acco Perma 4000 Stacking Storage Drawers,457.96999999999997,31,30.04,0.09090909090909091,4.0,11,-88.37,0.06559381618883334,51.13513513513514
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",59.83,24,13.18,0.3,4.2,5,680.82,0.22029082400133712,17.45945945945946
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",63.64,37,-13.909999999999998,0.5625,4.75,8,121.13,-0.21857322438717786,94.37837837837839
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",131.1,45,18.44,0.4636363636363636,4.181818181818182,11,-73.9,0.14065598779557592,41.2972972972973
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",91.44,28,34.9,0.15555555555555556,4.777777777777778,9,125.02,0.38167104111986,95.83783783783784
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",85.26,10,8.669999999999998,0.475,4.5,4,127.8,0.101688951442646,24.0
Acco Side-Punched Conventional Columnar Pads,41.64,15,-7.800000000000001,0.2,5.0,4,0.0,-0.1873198847262248,11.621621621621625
"Acco Six-Outlet Power Strip, 4' Cord Length",343.08,41,81.54,0.022222222222222223,3.7777777777777777,9,-8.33,0.23767051416579227,95.94594594594594
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,448.90999999999997,14,-7.049999999999994,0.30000000000000004,3.5,4,566.57,-0.015704706956851024,62.810810810810814
"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",452.97,8,105.47999999999999,0.10000000000000002,4.666666666666667,3,0.0,0.23286310351678915,73.40540540540542
Acco Suede Grain Vinyl Round Ring Binder,38.64,29,-4.88,0.5375,2.625,8,233.16,-0.12629399585921325,44.270270270270274
Acco Translucent Poly Ring Binders,91.72,31,16.28,0.3125,3.75,8,22.23,0.1774967291757523,70.5945945945946
Accohide Poly Flexible Ring Binders,43.75,34,-19.830000000000002,0.5375,2.875,8,283.07,-0.4532571428571429,71.0810810810811
"Acme 10"" Easy Grip Assistive Scissors",448.77,26,129.74,0.025,4.625,8,261.1,0.289101321389576,57.567567567567565
Acme Box Cutter Scissors,306.9,31,72.23,0.03333333333333333,4.166666666666667,6,-50.0,0.23535353535353537,61.51351351351351
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",45.14,7,10.2,0.06666666666666667,5.0,3,0.0,0.2259636685866194,47.78378378378378
Acme Design Stainless Steel Bent Scissors,88.92,13,24.0,0.0,3.6666666666666665,3,0.0,0.2699055330634278,12.702702702702705
Acme Elite Stainless Steel Scissors,95.07,12,21.02,0.08,4.6,5,262.59,0.22110024192700117,57.45945945945946
Acme Forged Steel Scissors with Black Enamel Handles,279.3,32,67.78,0.05,4.0,8,-49.47,0.24267812388113139,42.32432432432432
Acme Galleria Hot Forged Steel Scissors with Colored Handles,195.05,13,49.87,0.06666666666666667,4.0,3,0.0,0.25567803127403227,18.648648648648646
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",458.7,36,103.39999999999999,0.08571428571428573,4.857142857142857,7,140.0,0.22541966426858512,75.72972972972974
Acme Kleen Earth Office Shears,44.23,12,11.18,0.08,4.4,5,-19.97,0.2527696133845806,33.18918918918919
Acme Kleencut Forged Steel Scissors,35.58,7,7.470000000000001,0.13333333333333333,4.0,3,0.0,0.20994940978077575,19.999999999999996
Acme Office Executive Series Stainless Steel Trimmers,159.4,21,26.22,0.08571428571428573,4.571428571428571,7,-42.86,0.1644918444165621,72.91891891891892
Acme Preferred Stainless Steel Scissors,90.88,16,26.36,0.0,3.0,4,66.67,0.29005281690140844,30.243243243243246
Acme Rosewood Handle Letter Opener,43.67,12,-3.49,0.06666666666666667,4.333333333333333,3,0.0,-0.07991756354476758,79.62162162162161
Acme Serrated Blade Letter Opener,13.99,5,-1.75,0.1,4.5,2,0.0,-0.12508934953538242,38.21621621621622
Acme Softgrip Scissors,166.05,23,33.13,0.1,4.25,4,-54.72,0.19951821740439626,62.70270270270271
Acme Stainless Steel Office Snips,81.42,13,12.43,0.1,3.25,4,87.53,0.15266519282731514,49.13513513513513
Acme Tagit Stainless Steel Antibacterial Scissors,196.01999999999998,22,37.019999999999996,0.10000000000000002,2.8333333333333335,6,72.0,0.18885827976737068,74.64864864864865
Acme Titanium Bonded Scissors,102.0,13,20.23,0.08,2.8,5,0.0,0.19833333333333333,76.97297297297297
Acme Value Line Scissors,76.64999999999999,22,20.419999999999998,0.06000000000000001,3.8,10,-73.68,0.26640574037834314,87.83783783783784
Acrylic Self-Standing Desk Frames,93.97999999999999,37,32.73,0.07500000000000001,4.375,8,-11.45,0.34826558842306876,86.43243243243244
"Adams ""While You Were Out"" Message Pads",72.85,24,31.39,0.04,3.4,5,0.0,0.430885380919698,54.10810810810811
"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",227.04,33,104.42999999999999,0.0,3.875,8,-7.14,0.4599630021141649,67.67567567567568
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",94.93,14,43.14,0.06666666666666667,4.666666666666667,3,0.0,0.45444011376803956,40.0
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",172.67,32,72.7,0.028571428571428574,4.285714285714286,7,177.14,0.42103434296635206,43.4054054054054
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",132.89,24,60.9,0.04,4.0,10,50.0,0.4582737602528407,88.37837837837837
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",223.44,28,111.72,0.0,4.857142857142857,7,0.0,0.5,57.78378378378378
"Adams Telephone Message Books, 5 1/4” x 11”",80.93,15,32.91,0.16,5.0,5,0.0,0.40664772025206963,31.675675675675674
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",40.9,8,16.37,0.06666666666666667,4.333333333333333,3,0.0,0.4002444987775062,37.24324324324324
Adjustable Depth Letter/Legal Cart,7185.81,42,1774.67,0.07272727272727274,3.5454545454545454,11,1140.0,0.24696867854841695,43.99999999999999
Adjustable Personal File Tote,270.25,18,53.4,0.08,4.0,5,0.0,0.19759481961147085,27.243243243243242
Adtran 1202752G1,1990.65,18,312.46,0.16,3.8,5,-16.67,0.15696380579207794,73.83783783783784
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",1051.78,18,277.28000000000003,0.05,3.0,4,0.0,0.26362927608435227,32.16216216216217
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",822.74,28,311.78000000000003,0.04,3.6,5,50.0,0.37895325376182026,72.48648648648648
Advantus Map Pennant Flags and Round Head Tacks,87.69,25,20.549999999999997,0.06666666666666667,2.0,6,-82.14,0.23434827232295585,73.2972972972973
Advantus Motivational Note Cards,227.94,20,94.33,0.12000000000000002,4.4,5,0.0,0.4138369746424498,13.945945945945947
Advantus Panel Wall Acrylic Frame,87.52,20,25.150000000000002,0.2,3.4,5,-85.46,0.2873628884826326,30.810810810810807
Advantus Panel Wall Certificate Holder - 8.5x11,270.84,23,108.1,0.06666666666666667,3.6666666666666665,6,-26.67,0.3991286368335549,87.45945945945945
Advantus Plastic Paper Clips,225.0,47,102.8,0.06000000000000001,5.0,10,88.0,0.4568888888888889,88.5945945945946
Advantus Push Pins,54.940000000000005,27,20.22,0.05714285714285715,4.428571428571429,7,-87.66,0.3680378594830724,46.216216216216225
"Advantus Push Pins, Aluminum Head",139.44,24,43.230000000000004,0.0,4.4,5,-25.0,0.31002581755593805,58.37837837837838
Advantus Rolling Drawer Organizers,1115.92,31,233.18,0.10000000000000002,4.166666666666667,6,-66.66,0.20895763137142448,41.351351351351354
Advantus Rolling Storage Box,428.75,27,90.71000000000001,0.08,3.9,10,-12.5,0.21156851311953354,95.72972972972973
Advantus SlideClip Paper Clips,46.38,15,19.77,0.06666666666666667,3.3333333333333335,3,0.0,0.426261319534282,0.432432432432428
Advantus T-Pin Paper Clips,64.03999999999999,16,20.02,0.12000000000000002,4.2,5,174.79,0.3126171143035603,93.45945945945945
Airmail Envelopes,1359.67,19,514.48,0.13333333333333333,4.5,6,-30.43,0.3783859318805298,92.0
Akro Stacking Bins,91.52000000000001,13,-6.930000000000001,0.10000000000000002,5.0,6,-75.01,-0.07572115384615384,53.24324324324324
Akro-Mils 12-Gallon Tote,113.19999999999999,13,21.55,0.1,4.75,4,-25.0,0.19037102473498235,97.2972972972973
"Alliance Big Bands Rubber Bands, 12/Pack",29.7,15,0.0,0.0,3.75,4,0.0,0.0,39.13513513513514
Alliance Rubber Bands,13.440000000000001,8,0.54,0.0,6.5,2,0.0,0.040178571428571425,30.243243243243246
"Alliance Super-Size Bands, Assorted Sizes",197.61,27,-10.36,0.05,4.5,4,0.0,-0.052426496634785685,33.729729729729726
Alphabetical Labels for Top Tab Filing,518.0,37,244.2,0.06666666666666668,5.222222222222222,9,-30.0,0.4714285714285714,75.29729729729729
Aluminum Document Frame,244.4,22,56.22,0.08,4.4,5,-79.31,0.23003273322422257,48.86486486486486
Aluminum Screw Posts,354.02,41,41.19,0.43636363636363634,3.1818181818181817,11,191.67,0.11634935879328852,46.5945945945946
AmazonBasics 3-Button USB Wired Mouse,88.08,14,32.29,0.08,4.4,5,-19.98,0.3665985467756585,53.4054054054054
American Pencil,48.93,21,14.19,0.0,4.5,6,40.0,0.29000613120784796,98.5945945945946
Ames Color-File Green Diamond Border X-ray Mailers,1360.48,18,559.3,0.05,4.75,4,-71.43,0.41110490415147594,58.270270270270274
Ampad #10 Peel & Seel Holiday Envelopes,53.760000000000005,12,25.8,0.0,5.333333333333333,3,-80.0,0.47991071428571425,13.540540540540535
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",27.47,14,11.29,0.1,4.5,4,-20.0,0.4109938114306516,90.16216216216216
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",106.72,25,47.19,0.05,3.625,8,-1.96,0.44218515742128933,65.99999999999999
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",124.8,20,56.17,0.0,3.2,5,600.0,0.4500801282051282,28.59459459459459
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",38.14,9,15.66,0.05,4.25,4,-50.0,0.4105925537493445,42.648648648648646
Anderson Hickey Conga Table Tops & Accessories,51.78,5,-17.51,0.30000000000000004,2.5,2,0.0,-0.3381614522981847,39.2972972972973
"Angle-D Binders with Locking Rings, Label Holders",197.82999999999998,42,35.32,0.32999999999999996,3.2,10,119.05,0.17853712783703182,97.08108108108108
Angle-D Ring Binders,39.38,14,-1.9700000000000006,0.5333333333333333,4.166666666666667,6,750.61,-0.05002539360081261,29.83783783783783
Anker 24W Portable Micro USB Car Charger,61.55,8,14.07,0.30000000000000004,5.5,2,0.0,0.22859463850528028,35.72972972972973
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,339.84,22,23.2,0.23333333333333336,2.8333333333333335,6,80.77,0.06826741996233522,53.45945945945946
Anker Astro 15000mAh USB Portable Charger,599.88,13,-23.99,0.08,3.8,5,-69.57,-0.03999133159965326,18.270270270270274
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,147.92,9,-31.990000000000002,0.2,5.75,4,-42.86,-0.21626554894537592,72.97297297297297
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,499.75,26,99.55000000000001,0.08,4.0,5,87.52,0.19919959979989998,15.729729729729724
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,491.84,17,32.98,0.05,5.25,4,0.0,0.06705432661027977,9.513513513513516
Apple EarPods with Remote and Mic,251.91,10,50.38,0.1,1.75,4,-50.0,0.1999920606565837,71.62162162162163
Apple iPhone 5,12996.6,24,1611.58,0.20000000000000004,3.5,6,-52.5,0.12400012310912084,69.4054054054054
Apple iPhone 5C,1339.87,15,229.98,0.15000000000000002,5.5,4,0.0,0.17164351765469785,59.83783783783784
Apple iPhone 5S,4901.91,11,512.99,0.2,3.75,4,0.0,0.10465104418481776,19.783783783783782
Array Memo Cubes,54.91,11,25.84,0.06666666666666667,4.666666666666667,3,30.42,0.4705882352941177,36.108108108108105
"Array Parchment Paper, Assorted Colors",106.28999999999999,15,49.51,0.05,4.0,4,0.0,0.46580111017028886,11.945945945945946
Artistic Insta-Plaque,156.8,10,61.160000000000004,0.0,3.6666666666666665,3,33.33,0.39005102040816325,78.86486486486486
Assorted Color Push Pins,34.4,21,8.92,0.1,4.75,8,80.11,0.2593023255813954,49.08108108108108
Astroparche Fine Business Paper,144.67000000000002,29,65.05,0.06666666666666667,4.0,6,105.91,0.44964401741895343,71.35135135135135
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",1979.88,12,593.96,0.0,4.75,4,0.0,0.2999979796755359,19.189189189189193
Ativa MDM8000 8-Sheet Micro-Cut Shredder,917.9,11,393.26,0.1,6.0,2,0.0,0.42843446998583723,24.5945945945946
Ativa V4110MDD Micro-Cut Shredder,7699.89,11,3772.95,0.0,2.0,2,0.0,0.4900005065007422,29.02702702702703
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",400.02000000000004,3,-113.25999999999999,0.51,4.0,2,353.35,-0.2831358432078396,14.756756756756761
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",7539.71,35,780.3199999999999,0.18375,3.125,8,-70.0,0.10349469674563079,68.43243243243244
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",5184.09,27,-126.44000000000003,0.26666666666666666,3.1666666666666665,6,150.0,-0.02439000866111507,91.45945945945945
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",5492.88,26,15.040000000000013,0.31625,4.0,8,-17.59,0.002738090036556417,81.1891891891892
Avanti 1.7 Cu. Ft. Refrigerator,2221.56,24,476.63,0.1,3.5,4,114.29,0.21454743513567043,24.91891891891892
Avanti 4.4 Cu. Ft. Refrigerator,3511.01,24,383.66999999999996,0.14285714285714285,3.4285714285714284,7,0.0,0.10927624814512062,48.75675675675676
Avaya 4621SW VoIP phone,709.92,12,79.88,0.2,3.75,4,0.0,0.11251972053189092,19.351351351351354
Avaya 5410 Digital phone,625.5,13,-10.880000000000003,0.30000000000000004,3.5,4,-75.68,-0.017394084732214234,15.67567567567567
Avaya 5420 Digital phone,1538.8899999999999,12,323.98,0.06666666666666667,4.0,3,-37.14,0.21052836784955392,31.405405405405407
Avaya IP Phone 1140E VoIP phone,1394.95,5,362.69,0.0,2.0,1,0.0,0.2600021506147174,0.432432432432428
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",20.65,5,9.5,0.0,3.5,2,0.0,0.4600484261501211,32.486486486486484
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",137.81,27,-14.420000000000002,0.3833333333333333,3.8333333333333335,6,-39.99,-0.10463681880850448,94.27027027027027
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1233.41,43,524.52,0.09090909090909091,3.5454545454545454,11,150.0,0.42526005140221007,63.027027027027025
Avery 473,248.4,24,119.25,0.0,4.833333333333333,6,40.0,0.4800724637681159,34.67567567567568
Avery 474,78.34,30,34.269999999999996,0.1111111111111111,4.555555555555555,9,460.07,0.4374521317334694,49.027027027027025
Avery 475,266.4,18,133.2,0.0,5.25,4,300.0,0.5,41.0
Avery 476,137.11,37,54.6,0.08,4.4,10,-30.0,0.3982204069725038,86.21621621621621
Avery 477,573.96,20,244.24,0.05,3.5,4,0.0,0.4255348804794759,68.97297297297298
Avery 478,88.38,18,43.309999999999995,0.0,3.25,4,700.0,0.49004299615297575,10.783783783783784
Avery 479,16.7,7,6.84,0.06666666666666667,6.0,3,0.0,0.4095808383233533,62.972972972972975
Avery 48,90.72,15,39.68,0.06666666666666667,3.3333333333333335,3,0.0,0.43738977072310403,16.540540540540537
Avery 480,89.25,24,42.45,0.03333333333333333,4.333333333333333,6,775.0,0.47563025210084037,42.432432432432435
Avery 481,91.17,30,43.120000000000005,0.04,4.2,5,-26.15,0.47296259734561813,73.24324324324326
Avery 482,11.56,4,5.430000000000001,0.0,4.5,2,0.0,0.4697231833910035,19.45945945945946
Avery 483,83.67,19,32.56,0.10000000000000002,3.6666666666666665,6,-7.14,0.3891478427154297,96.5945945945946
Avery 484,9.22,4,3.34,0.2,6.0,1,0.0,0.3622559652928416,4.540540540540539
Avery 485,639.03,51,300.33,0.0,4.25,8,0.0,0.4699779353082015,56.78378378378378
Avery 486,168.13,24,75.16,0.044444444444444446,4.222222222222222,9,-55.0,0.44703503241539283,62.378378378378386
Avery 487,84.87,25,35.97,0.05714285714285715,3.142857142857143,7,-90.0,0.42382467302933896,11.783783783783786
Avery 488,51.03,17,23.17,0.06666666666666667,5.666666666666667,6,0.0,0.4540466392318244,61.35135135135135
Avery 489,159.39,16,73.27,0.04,4.2,5,0.0,0.4596900683857206,63.45945945945945
Avery 49,66.82,24,31.560000000000002,0.03333333333333333,5.0,6,-53.95,0.47231367853935957,31.837837837837835
Avery 490,177.6,13,81.4,0.08,3.2,5,275.0,0.45833333333333337,86.91891891891892
Avery 491,45.43000000000001,12,18.67,0.13333333333333333,4.666666666666667,3,0.0,0.4109619194364957,29.02702702702703
Avery 492,53.57,20,22.46,0.08,3.4,5,0.0,0.4192645137203659,15.567567567567565
Avery 493,55.97,13,23.43,0.1,2.5,4,-78.72,0.4186171163123102,14.378378378378375
Avery 494,56.37,23,23.96,0.10000000000000002,4.0,6,-61.31,0.4250487848146177,93.08108108108108
Avery 495,97.02,16,42.58,0.05,4.75,4,166.67,0.4388785817357246,61.13513513513513
